;name;link;level;name_clean
936;Magasin de stylos;hobbies_crafts/painting_paper/pen_store;2;magasin de stylos
937;Tableau;hobbies_crafts/painting_paper/painting;2;tableau
938;Art plastique;hobbies_crafts/metal_stone_glass_work/statuary;2;art plastique
939;Atelier de métallerie;hobbies_crafts/metal_stone_glass_work/metal_workshop;2;atelier de metallerie
940;Boutique de perles;hobbies_crafts/metal_stone_glass_work/bead_store;2;boutique de perles
941;Boutique de vitrerie et miroiterie;hobbies_crafts/metal_stone_glass_work/glass_and_mirror_shop;2;boutique de vitrerie et miroiterie
942;Magasin de trophées;hobbies_crafts/metal_stone_glass_work/trophy_shop;2;magasin de trophees
943;Menuiserie;hobbies_crafts/metal_stone_glass_work/turnery;2;menuiserie
944;Sculpteur;hobbies_crafts/metal_stone_glass_work/sculptor;2;sculpteur
945;Service de gravure sur verre;hobbies_crafts/metal_stone_glass_work/glass_etching_service;2;service de gravure sur verre
946;Vitrier;hobbies_crafts/metal_stone_glass_work/glazier;2;vitrier
947;Atelier de réparation de meubles;home_garden/home_improvements/furniture_repair_shop;2;atelier de reparation de meubles
948;Fournisseur de portes de garage;home_garden/home_improvements/garage_door_supplier;2;fournisseur de portes de garage
949;Magasin d'équipement de sécurité;home_garden/home_improvements/security_equipment_store;2;magasin dequipement de securite
950;Magasin de garnitures de portes et fenêtres;home_garden/home_improvements/window_treatment_store;2;magasin de garnitures de portes et fenetres
951;Magasin de matériel de surveillance;home_garden/home_improvements/burglar_alarm_store;2;magasin de materiel de surveillance
952;Magasin de rénovation;home_garden/home_improvements/home_improvement_store;2;magasin de renovation
953;Magasin de revêtements de sol;home_garden/home_improvements/flooring_store;2;magasin de revetements de sol
954;Service de nettoyage du cuir;home_garden/home_improvements/leather_cleaning_service;2;service de nettoyage du cuir
955;Service de réparation d'articles en cuir;home_garden/home_improvements/leather_repair_service;2;service de reparation darticles en cuir
956;Service de réparation de luminaires;home_garden/home_improvements/lamp_repair_service;2;service de reparation de luminaires
957;Boutique d'affiches;home_garden/decoration_interior/poster_store;2;boutique daffiches
958;Cheministe;home_garden/decoration_interior/fireplace_store;2;cheministe
959;Fabricant de portes;home_garden/decoration_interior/door_manufacturer;2;fabricant de portes
960;Fabricant de poteries;home_garden/decoration_interior/pottery_manufacturer;2;fabricant de poteries
961;Fournisseur d'abat-jour;home_garden/decoration_interior/lamp_shade_supplier;2;fournisseur dabatjour
962;Fournisseur de chauffage;home_garden/decoration_interior/heating_supplier;2;fournisseur de chauffage
963;Fournisseur et fabricant de rideaux;home_garden/decoration_interior/curtain_supplier_and_maker;2;fournisseur et fabricant de rideaux
964;Grossiste en céramiques;home_garden/decoration_interior/ceramics_wholesaler;2;grossiste en ceramiques
965;Magasin d'encadrement;home_garden/decoration_interior/picture_frame_shop;2;magasin dencadrement
966;Magasin de carrelage;home_garden/decoration_interior/tile_store;2;magasin de carrelage
967;Magasin de design et de décor intérieur;home_garden/decoration_interior/decoration_and_interior_design_store;2;magasin de design et de decor interieur
968;Magasin de literie;home_garden/decoration_interior/bedding_store;2;magasin de literie
969;Magasin de matelas;home_garden/decoration_interior/mattress_store;2;magasin de matelas
970;Magasin de papiers peints;home_garden/decoration_interior/wallpaper_store;2;magasin de papiers peints
971;Magasin de portes;home_garden/decoration_interior/door_shop;2;magasin de portes
972;Magasin de rideaux et stores;home_garden/decoration_interior/blinds_shop;2;magasin de rideaux et stores
973;Magasin de tapis;home_garden/decoration_interior/rug_store;2;magasin de tapis
974;Miroiterie;home_garden/decoration_interior/mirror_shop;2;miroiterie
975;Porte intérieure;home_garden/decoration_interior/interior_door;2;porte interieure
976;Tapissier décorateur;home_garden/decoration_interior/upholstery_shop;2;tapissier decorateur
977;Chaudronnerie;home_garden/energy_heating/boiler_manufacturer;2;chaudronnerie
978;Fournisseur d'équipements d'énergie solaire;home_garden/energy_heating/solar_energy_equipment_supplier;2;fournisseur dequipements denergie solaire
979;Fournisseur de bois de chauffage;home_garden/energy_heating/firewood_supplier;2;fournisseur de bois de chauffage
980;Fournisseur de chaudières;home_garden/energy_heating/boiler_supplier;2;fournisseur de chaudieres
981;Fournisseur de climatisation;home_garden/energy_heating/air_conditioning_system_supplier;2;fournisseur de climatisation
982;Magasin de chaudières;home_garden/energy_heating/furnace_store;2;magasin de chaudieres
983;Magasin de poêles à bois;home_garden/energy_heating/wood_stove_shop;2;magasin de poeles a bois
984;Magasin de produits à gaz;home_garden/energy_heating/gas_shop;2;magasin de produits a gaz
985;Magasin de radiateurs;home_garden/energy_heating/radiator_shop;2;magasin de radiateurs
986;Magasin de systèmes de climatisation;home_garden/energy_heating/air_conditioning_store;2;magasin de systemes de climatisation
987;Service d'installation du gaz;home_garden/energy_heating/gas_installation_service;2;service dinstallation du gaz
988;Service de réparation de systèmes de climatisation;home_garden/energy_heating/air_conditioning_repair_service;2;service de reparation de systemes de climatisation
989;Arboriste;home_garden/garden_pond/arborist_and_tree_surgeon;2;arboriste
990;Boutique de minéraux;home_garden/garden_pond/rock_shop;2;boutique de mineraux
991;Fleuriste;home_garden/garden_pond/florist;2;fleuriste
992;Fourisseur de construction de jardin;home_garden/garden_pond/garden_building_retail;2;fourisseur de construction de jardin
993;Fournisseur d'équipement d'irrigation du terrain;home_garden/garden_pond/lawn_irrigation_equipment_supplier;2;fournisseur dequipement dirrigation du terrain
994;Fournisseur de bonsaïs;home_garden/garden_pond/bonsai_plant_supplier;2;fournisseur de bonsais
995;Fournisseur de semences;home_garden/garden_pond/seed_supplier;2;fournisseur de semences
996;Jardinerie;home_garden/garden_pond/garden_center;2;jardinerie
997;Jardinier;home_garden/garden_pond/gardener;2;jardinier
998;Magasin d'articles d'aménagement aquatique du jardin;home_garden/garden_pond/pond_supply_store;2;magasin darticles damenagement aquatique du jardin
999;Magasin d'articles de barbecue;home_garden/garden_pond/grill_store;2;magasin darticles de barbecue
1000;Magasin de fleurs séchées;home_garden/garden_pond/dried_flower_shop;2;magasin de fleurs sechees
1001;Magasin de matériel de motoculture;home_garden/garden_pond/lawn_mower_store;2;magasin de materiel de motoculture
1002;Magasin de matériel pour clôtures;home_garden/garden_pond/fence_supply_store;2;magasin de materiel pour clotures
1003;Magasin de plantes artificielles;home_garden/garden_pond/silk_plant_shop;2;magasin de plantes artificielles
1004;Marché aux fleurs;home_garden/garden_pond/flower_market;2;marche aux fleurs
1005;Pépiniériste en gros;home_garden/garden_pond/wholesale_plant_nursery;2;pepinieriste en gros
1006;Service d'élagage;home_garden/garden_pond/tree_service;2;service delagage
1007;Service de location de matériel de motoculture;home_garden/garden_pond/lawn_equipment_rental_service;2;service de location de materiel de motoculture
1008;Service de réparation de piscines;home_garden/garden_pond/swimming_pool_repair_service;2;service de reparation de piscines
1009;Vendeur de plantes artistiques;home_garden/garden_pond/plant_art_dealer;2;vendeur de plantes artistiques
1010;Antiquaire;home_garden/home_goods_stores/antique_store;2;antiquaire
1011;Boutique d'articles de mode;home_garden/home_goods_stores/boutique;2;boutique darticles de mode
1012;Boutique de porcelaine;home_garden/home_goods_stores/chinaware_store;2;boutique de porcelaine
1013;Dépôt-vente;home_garden/home_goods_stores/consignment_shop;2;depotvente
1014;Fabrication de couteaux;home_garden/home_goods_stores/knife_manufacturing;2;fabrication de couteaux
1015;Fournisseur d'ampoules;home_garden/home_goods_stores/light_bulb_supplier;2;fournisseur dampoules
1016;Fournisseur de boîte aux lettres;home_garden/home_goods_stores/mailbox_supplier;2;fournisseur de boite aux lettres
1017;Fournisseur de produits chimiques ménagers;home_garden/home_goods_stores/household_chemicals_supplier;2;fournisseur de produits chimiques menagers
1018;Fournisseur de produits de nettoyage;home_garden/home_goods_stores/cleaning_products_supplier;2;fournisseur de produits de nettoyage
1019;Magasin;home_garden/home_goods_stores/store;2;magasin
1020;Magasin d'accessoires hardware;home_garden/home_goods_stores/hardware_accessories_store;2;magasin daccessoires hardware
1021;Magasin d'ameublement et de décoration;home_garden/home_goods_stores/home_goods_store;2;magasin dameublement et de decoration
1022;Magasin d'articles en verre;home_garden/home_goods_stores/glassware_store;2;magasin darticles en verre
1023;Magasin de bougies;home_garden/home_goods_stores/candle_store;2;magasin de bougies
1024;Magasin de bricolage;home_garden/home_goods_stores/do_it_yourself_store;2;magasin de bricolage
1025;Magasin de luminaires;home_garden/home_goods_stores/lighting_store;2;magasin de luminaires
1026;Magasin de nouveautés;home_garden/home_goods_stores/novelty_store;2;magasin de nouveautes
1027;Magasin général;home_garden/home_goods_stores/general_store;2;magasin general
1028;Mercerie;home_garden/home_goods_stores/notions_store;2;mercerie
1029;Quincaillerie;home_garden/home_goods_stores/hardware_store;2;quincaillerie
1030;Smart shop;home_garden/home_goods_stores/smart_shop;2;smart shop
1031;Accessoires de meubles;home_garden/furniture_stores/furniture_accessories;2;accessoires de meubles
1032;Cuisiniste;home_garden/furniture_stores/cabinet_store;2;cuisiniste
1033;Fabricant de meubles;home_garden/furniture_stores/furniture_manufacturer;2;fabricant de meubles
1034;Fournisseur d'accessoires de meubles;home_garden/furniture_stores/furniture_accessories_supplier;2;fournisseur daccessoires de meubles
1035;Magasin d'ameublement d'extérieur;home_garden/furniture_stores/outdoor_furniture_store;2;magasin dameublement dexterieur
1036;Magasin d'équipement et de meubles pour bars et restaurants;home_garden/furniture_stores/bar_restaurant_furniture_store;2;magasin dequipement et de meubles pour bars et restaurants
1037;Magasin d'étagères;home_garden/furniture_stores/shelving_store;2;magasin detageres
1038;Magasin de canapés;home_garden/furniture_stores/sofa_store;2;magasin de canapes
1039;Magasin de lits;home_garden/furniture_stores/bed_shop;2;magasin de lits
1040;Magasin de meubles;home_garden/furniture_stores/furniture_store;2;magasin de meubles
1041;Magasin de meubles d'occasion;home_garden/furniture_stores/used_furniture_store;2;magasin de meubles doccasion
1042;Magasin de meubles de chambre à coucher;home_garden/furniture_stores/bedroom_furniture_store;2;magasin de meubles de chambre a coucher
1043;Magasin de meubles de salon;home_garden/furniture_stores/living_room_furniture_store;2;magasin de meubles de salon
1044;Magasin de meubles pour enfants;home_garden/furniture_stores/childrens_furniture_store;2;magasin de meubles pour enfants
1045;Magasin de mobilier ancien;home_garden/furniture_stores/antique_furniture_store;2;magasin de mobilier ancien
1046;Magasin de mobilier de jardin;home_garden/furniture_stores/garden_furniture_store;2;magasin de mobilier de jardin
1047;Magasin de mobilier en rotin;home_garden/furniture_stores/cane_furniture_store;2;magasin de mobilier en rotin
1048;Service de location de meubles;home_garden/furniture_stores/furniture_rental_service;2;service de location de meubles
1049;Boutique d'articles Feng Shui;home_garden/cultural_goods/feng_shui_shop;2;boutique darticles feng shui
1050;Magasin d'articles amérindiens;home_garden/cultural_goods/native_american_goods_store;2;magasin darticles amerindiens
1051;Magasin d'articles de maison asiatiques;home_garden/cultural_goods/asian_household_goods_store;2;magasin darticles de maison asiatiques
1052;Magasin d'articles irlandais;home_garden/cultural_goods/irish_goods_store;2;magasin darticles irlandais
1053;Magasin de décorations de Noël;home_garden/cultural_goods/christmas_store;2;magasin de decorations de noel
1054;Magasin de tapis d'Orient;home_garden/cultural_goods/oriental_rug_store;2;magasin de tapis dorient
1055;Coutellerie;home_garden/bathroom_kitchen/cutlery_store;2;coutellerie
1056;Fournisseur d'encens;home_garden/bathroom_kitchen/incense_supplier;2;fournisseur dencens
1057;Grossiste en vaisselle jetable;home_garden/bathroom_kitchen/disposable_tableware_supplier;2;grossiste en vaisselle jetable
1058;Magasin d'articles de salle de bains;home_garden/bathroom_kitchen/bathroom_supply_store;2;magasin darticles de salle de bains
1059;Magasin de couteaux;home_garden/bathroom_kitchen/knife_store;2;magasin de couteaux
1060;Magasin de jacuzzi;home_garden/bathroom_kitchen/hot_tub_store;2;magasin de jacuzzi
1061;Magasin de linge de maison;home_garden/bathroom_kitchen/linens_store;2;magasin de linge de maison
1062;Magasin de matériel de cuisine;home_garden/bathroom_kitchen/kitchen_supply_store;2;magasin de materiel de cuisine
1063;Magasin de portes de douche;home_garden/bathroom_kitchen/shower_door_shop;2;magasin de portes de douche
1064;Magasin de réfrigérateurs;home_garden/bathroom_kitchen/refrigerator_store;2;magasin de refrigerateurs
1065;Prestataire de réaménagement de cuisine;home_garden/bathroom_kitchen/kitchen_remodeler;2;prestataire de reamenagement de cuisine
1066;Rénovateur de salle de bains;home_garden/bathroom_kitchen/bathroom_remodeler;2;renovateur de salle de bains
1067;Vendeur d'articles en métal;home_garden/bathroom_kitchen/metalware_dealer;2;vendeur darticles en metal
1068;Artisan créateur de meubles;home_garden/home_garden_services/furniture_maker;2;artisan createur de meubles
1069;Cabinet d'architecte d'intérieur;home_garden/home_garden_services/interior_architect_office;2;cabinet darchitecte dinterieur
1070;Décorateur d'intérieur;home_garden/home_garden_services/interior_designer;2;decorateur dinterieur
1071;Livraison de fleurs;home_garden/home_garden_services/flower_delivery;2;livraison de fleurs
1072;Pépinière;home_garden/home_garden_services/plant_nursery;2;pepiniere
1073;Service de décoration florale;home_garden/home_garden_services/flower_designer;2;service de decoration florale
1074;Service de plantes d'intérieur;home_garden/home_garden_services/interior_plant_service;2;service de plantes dinterieur
1075;Société domotique;home_garden/home_garden_services/home_automation_company;2;societe domotique
1076;Magasin d'articles en soie;home_garden/fabric_stationary/silk_store;2;magasin darticles en soie
1077;Magasin de maroquinerie;home_garden/fabric_stationary/leather_goods_store;2;magasin de maroquinerie
1078;Boutique spécialisée dans la vente de magazines;media_publishing/books_magazines/magazine_store;2;boutique specialisee dans la vente de magazines
1079;Éditeur;media_publishing/books_magazines/publisher;2;editeur
1080;Éditeur de livre multimédia et électronique;media_publishing/books_magazines/multimedia_and_electronic_book_publisher;2;editeur de livre multimedia et electronique
1081;Grossistes en livres;media_publishing/books_magazines/books_wholesaler;2;grossistes en livres
1082;Librairie;media_publishing/books_magazines/book_store;2;librairie
1083;Librairie de bandes dessinées;media_publishing/books_magazines/comic_book_store;2;librairie de bandes dessinees
1084;Librairie de livres rares;media_publishing/books_magazines/rare_book_store;2;librairie de livres rares
1085;Librairie religieuse;media_publishing/books_magazines/religious_book_store;2;librairie religieuse
1086;Maison d'édition;media_publishing/books_magazines/book_publisher;2;maison dedition
1087;Relieur;media_publishing/books_magazines/bookbinder;2;relieur
1088;Agence de communication pour les réseaux sociaux;media_publishing/media_information/social_media_agency;2;agence de communication pour les reseaux sociaux
1089;Agence de presse et de marketing;media_publishing/media_information/media_and_marketing_agency;2;agence de presse et de marketing
1090;Blogger;media_publishing/media_information/blogger;2;blogger
1091;Cabinet de relations publiques;media_publishing/media_information/public_relations_firm;2;cabinet de relations publiques
1092;Centre de communications;media_publishing/media_information/communications_central;2;centre de communications
1093;Chaîne de télévision;media_publishing/media_information/television_station;2;chaine de television
1094;Éditeur de presse;media_publishing/media_information/newspaper_publisher;2;editeur de presse
1095;Marchand de journaux;media_publishing/media_information/newsstand;2;marchand de journaux
1096;Régie publicitaire;media_publishing/media_information/media_house;2;regie publicitaire
1097;Service d'informations;media_publishing/media_information/news_service;2;service dinformations
1098;Service publicité presse;media_publishing/media_information/newspaper_advertising_department;2;service publicite presse
1099;Société de presse;media_publishing/media_information/media_company;2;societe de presse
1100;Station de radio;media_publishing/media_information/radio_broadcaster;2;station de radio
1101;Agence de photos;media_publishing/photography/photo_agency;2;agence de photos
1102;Fournisseur de photocopieurs;media_publishing/photography/photocopiers_supplier;2;fournisseur de photocopieurs
1103;Photographe;media_publishing/photography/photographer;2;photographe
1104;Photographe aérien;media_publishing/photography/aerial_photographer;2;photographe aerien
1105;Prestataire spécialisé dans le tirage de photos de passeport;media_publishing/photography/passport_photo_processor;2;prestataire specialise dans le tirage de photos de passeport
1106;Service d'impression de photos;media_publishing/photography/photo_printing_service;2;service dimpression de photos
1107;Service de photographie;media_publishing/photography/photography_service;2;service de photographie
1108;Studio de création de books photographiques pour modèles;media_publishing/photography/model_portfolio_studio;2;studio de creation de books photographiques pour modeles
1109;Studio de photographie;media_publishing/photography/photography_studio;2;studio de photographie
1110;Studio de photographie;media_publishing/photography/portrait_studio;2;studio de photographie
1111;Consultant en audiovisuel;media_publishing/video_sound/audio_visual_consultant;2;consultant en audiovisuel
1112;Fournisseur d'équipements de visioconférence;media_publishing/video_sound/video_conferencing_equipment_supplier;2;fournisseur dequipements de visioconference
1113;Fournisseur de matériel audiovisuel;media_publishing/video_sound/audio_visual_equipment_supplier;2;fournisseur de materiel audiovisuel
1114;Installation de home cinéma;media_publishing/video_sound/home_cinema_installation;2;installation de home cinema
1115;Label de musique;media_publishing/video_sound/music_publisher;2;label de musique
1116;Magasin de DVD;media_publishing/video_sound/dvd_store;2;magasin de dvd
1117;Magasin de musique;media_publishing/video_sound/music_store;2;magasin de musique
1118;Producteur de film et vidéo;media_publishing/video_sound/film_and_video_producer;2;producteur de film et video
1119;Producteur de musique;media_publishing/video_sound/music_producer;2;producteur de musique
1120;Service de duplication vidéo;media_publishing/video_sound/video_duplication_service;2;service de duplication video
1121;Service de montage vidéo;media_publishing/video_sound/video_editing_service;2;service de montage video
1122;Société de production de films;media_publishing/video_sound/film_production_company;2;societe de production de films
1123;Société de production vidéo;media_publishing/video_sound/video_production_service;2;societe de production video
1124;Studio cinématographique;media_publishing/video_sound/movie_studio;2;studio cinematographique
1125;Studio d'animation;media_publishing/video_sound/animation_studio;2;studio danimation
1126;Studio d'enregistrement;media_publishing/video_sound/recording_studio;2;studio denregistrement
1127;Livraison de pizzas;restaurants_bars/takeaway/pizza_delivery_service;2;livraison de pizzas
1128;Pizzas à emporter;restaurants_bars/takeaway/pizzatakeaway;2;pizzas a emporter
1129;Restaurant de hamburgers;restaurants_bars/takeaway/hamburger_restaurant;2;restaurant de hamburgers
1130;Restaurant de plats à emporter;restaurants_bars/takeaway/meal_takeaway;2;restaurant de plats a emporter
1131;Restauration rapide;restaurants_bars/takeaway/fast_food_restaurant;2;restauration rapide
1132;Service à emporter;restaurants_bars/takeaway/take_away_service;2;service a emporter
1133;Service de commande de repas en ligne;restaurants_bars/takeaway/online_food_ordering_service;2;service de commande de repas en ligne
1134;Bar;restaurants_bars/bars_cafes/bar;2;bar
1135;Bar à cocktails;restaurants_bars/bars_cafes/cocktail_bar;2;bar a cocktails
1136;Bar à tapas;restaurants_bars/bars_cafes/tapas_bar;2;bar a tapas
1137;Bar à vin;restaurants_bars/bars_cafes/wine_bar;2;bar a vin
1138;Bar avec musique live;restaurants_bars/bars_cafes/live_music_bar;2;bar avec musique live
1139;Restaurant coréen;restaurants_bars/chinese_korean_cuisine/korean_restaurant;2;restaurant coreen
1140;Restaurant asiatique;restaurants_bars/southeast_asian_cuisine/asian_restaurant;2;restaurant asiatique
1141;Cuisine européenne;restaurants_bars/european_cuisine/european_restaurant;2;cuisine europeenne
1142;Restaurant français;restaurants_bars/european_cuisine/french_restaurant;2;restaurant francais
1143;Restaurant de sushis;restaurants_bars/japanese_cuisine/sushi_restaurant;2;restaurant de sushis
1144;Restaurant de yakitori;restaurants_bars/japanese_cuisine/yakitori_restaurant;2;restaurant de yakitori
1145;Restaurant japonais;restaurants_bars/japanese_cuisine/japanese_restaurant;2;restaurant japonais
1146;Sushi à emporter;restaurants_bars/japanese_cuisine/sushi_takeaway;2;sushi a emporter
1147;Cuisine française moderne;restaurants_bars/mediterranean_cuisine/modern_french_restaurant;2;cuisine francaise moderne
1148;Pizzeria;restaurants_bars/mediterranean_cuisine/pizza_restaurant;2;pizzeria
1149;Cuisine française moderne;restaurants_bars/general_restaurants/modern_french_restaurant;2;cuisine francaise moderne
1150;Pizzeria;restaurants_bars/general_restaurants/pizza_restaurant;2;pizzeria
1151;Restaurant diététique;restaurants_bars/vegetarian_diet/health_food_restaurant;2;restaurant dietetique
1152;Restaurant sans gluten;restaurants_bars/vegetarian_diet/gluten_free_restaurant;2;restaurant sans gluten
1153;Restaurant végétalien;restaurants_bars/vegetarian_diet/vegan_restaurant;2;restaurant vegetalien
1154;Restaurant végétarien;restaurants_bars/vegetarian_diet/vegetarian_restaurant;2;restaurant vegetarien
1155;Fournisseur d'équipement de mobilité;health_medical/physical_aids/mobility_equipment_supplier;2;fournisseur dequipement de mobilite
1156;Fournisseur d'équipement de physiothérapie;health_medical/physical_aids/physiotherapy_equip_supplier;2;fournisseur dequipement de physiotherapie
1157;Organisme de soutien et de services aux personnes handicapées;health_medical/physical_aids/disability_services_and_support_organization;2;organisme de soutien et de services aux personnes handicapees
1158;Prothèses;health_medical/physical_aids/prosthetics;2;protheses
1159;Service de prothèse et orthèses;health_medical/physical_aids/orthotics_and_prosthetics_service;2;service de prothese et ortheses
1160;Clinique;health_medical/clinics/medical_clinic;2;clinique
1161;Clinique de médecine orientale;health_medical/clinics/oriental_medicine_clinic;2;clinique de medecine orientale
1162;Clinique spécialisée;health_medical/clinics/specialized_clinic;2;clinique specialisee
1163;Praticien de médecine alternative;health_medical/clinics/alternative_medicine_practitioner;2;praticien de medecine alternative
1164;Praticien en médecine holistique;health_medical/clinics/holistic_medicine_practitioner;2;praticien en medecine holistique
1165;Centre de diagnostic;health_medical/diagnostics_testing/diagnostic_center;2;centre de diagnostic
1166;Laboratoire d'analyse médicale;health_medical/diagnostics_testing/medical_lab;2;laboratoire danalyse medicale
1167;Chirurgien;health_medical/doctors_surgeons/surgeon;2;chirurgien
1168;Clinique chirurgicale;health_medical/doctors_surgeons/surgical_center;2;clinique chirurgicale
1169;Clinique de chirurgie plastique;health_medical/doctors_surgeons/plastic_surgery_clinic;2;clinique de chirurgie plastique
1170;Fournisseur de matériel médical et chirurgical;health_medical/doctors_surgeons/surgical_products_wholesaler;2;fournisseur de materiel medical et chirurgical
1171;Médecin;health_medical/doctors_surgeons/doctor;2;medecin
1172;Médecin généraliste;health_medical/doctors_surgeons/general_practitioner;2;medecin generaliste
1173;Service de référencement de médecins;health_medical/doctors_surgeons/physician_referral_service;2;service de referencement de medecins
1174;Fabricant de matériel médical;health_medical/health_equipment/medical_equipment_manufacturer;2;fabricant de materiel medical
1175;Fabricant de technologies médicales;health_medical/health_equipment/medical_technology_manufacturer;2;fabricant de technologies medicales
1176;Fournisseur d'équipements de traitement du diabète;health_medical/health_equipment/diabetes_equipment_supplier;2;fournisseur dequipements de traitement du diabete
1177;Fournisseur d'équpement médical;health_medical/health_equipment/medical_equipment_supplier;2;fournisseur dequpement medical
1178;Grossiste en articles d'hygiène;health_medical/health_equipment/hygiene_articles_wholesaler;2;grossiste en articles dhygiene
1179;Magasin de matériel médical;health_medical/health_equipment/medical_supply_store;2;magasin de materiel medical
1180;Matériel et équipement d'hôpital;health_medical/health_equipment/hospital_and_equipment_supplies;2;materiel et equipement dhopital
1181;Service de facturation des soins médicaux;health_medical/health_equipment/medical_billing_service;2;service de facturation des soins medicaux
1182;Borne sanitaire en libre-service;health_medical/hospital_emergency/self_service_health_station;2;borne sanitaire en libreservice
1183;Centre de santé;health_medical/hospital_emergency/health_resort;2;centre de sante
1184;Conseiller santé;health_medical/hospital_emergency/health_consultant;2;conseiller sante
1185;Hôpital privé;health_medical/hospital_emergency/private_hospital;2;hopital prive
1186;Poste de secours;health_medical/hospital_emergency/first_aid;2;poste de secours
1187;Sécurité et santé au travail;health_medical/hospital_emergency/occupational_safety_and_health;2;securite et sante au travail
1188;Service ambulancier;health_medical/hospital_emergency/ambulance_service;2;service ambulancier
1189;Service d'aide médicale d'urgence;health_medical/hospital_emergency/emergency_care_service;2;service daide medicale durgence
1190;Service de soins à domicile;health_medical/hospital_emergency/home_health_care_service;2;service de soins a domicile
1191;Urgences;health_medical/hospital_emergency/emergency_room;2;urgences
1192;Urgentiste;health_medical/hospital_emergency/emergency_care_physician;2;urgentiste
1193;Assistance à la jeunesse;health_medical/pregnancy_children/youth_care;2;assistance a la jeunesse
1194;Assistante maternelle;health_medical/pregnancy_children/assistante_maternelle;2;assistante maternelle
1195;Centre de services familiaux;health_medical/pregnancy_children/family_service_center;2;centre de services familiaux
1196;Centre de soins prénatals;health_medical/pregnancy_children/pregnancy_care_center;2;centre de soins prenatals
1197;Clinique de santé reproductive;health_medical/pregnancy_children/reproductive_health_clinic;2;clinique de sante reproductive
1198;Conseiller familial;health_medical/pregnancy_children/family_counselor;2;conseiller familial
1199;Médecin spécialiste de la fertilité;health_medical/pregnancy_children/fertility_physician;2;medecin specialiste de la fertilite
1200;Service de garde d'enfants à domicile;health_medical/pregnancy_children/family_day_care_service;2;service de garde denfants a domicile
1201;Service de test de paternité;health_medical/pregnancy_children/paternity_testing_service;2;service de test de paternite
1202;Acupuncteur;health_medical/medical_specialists/acupuncturist;2;acupuncteur
1203;Audiologiste;health_medical/medical_specialists/audiologist;2;audiologiste
1204;Cabinet d'ostéopathie;health_medical/medical_specialists/bonesetting_house;2;cabinet dosteopathie
1205;Cabinet médical;health_medical/medical_specialists/medical_office;2;cabinet medical
1206;Chiropracteur;health_medical/medical_specialists/chiropractor;2;chiropracteur
1207;Infirmier général autorisé;health_medical/medical_specialists/registered_general_nurse;2;infirmier general autorise
1208;Kinésiologue;health_medical/medical_specialists/kinesiologist;2;kinesiologue
1209;Médecin spécialiste de la gestion de la douleur;health_medical/medical_specialists/pain_management_physician;2;medecin specialiste de la gestion de la douleur
1210;Nutritionniste;health_medical/medical_specialists/nutritionist;2;nutritionniste
1211;Ophtalmologiste;health_medical/medical_specialists/ophthalmologist;2;ophtalmologiste
1212;Optométriste;health_medical/medical_specialists/optometrist;2;optometriste
1213;Orthodontiste;health_medical/medical_specialists/orthodontist;2;orthodontiste
1214;Ostéopathe;health_medical/medical_specialists/osteopath;2;osteopathe
1215;Podologue;health_medical/medical_specialists/podiatrist;2;podologue
1216;Réflexologue;health_medical/medical_specialists/reflexologist;2;reflexologue
1217;Boutique d'herbes médicinales;health_medical/pharmacy_medicine/herbal_medicine_store;2;boutique dherbes medicinales
1218;Entreprise pharmaceutique;health_medical/pharmacy_medicine/pharmaceutical_company;2;entreprise pharmaceutique
1219;Laboratoire pharmaceutique;health_medical/pharmacy_medicine/pharmaceutical_lab;2;laboratoire pharmaceutique
1220;Magasin de médecine chinoise;health_medical/pharmacy_medicine/chinese_medicine_store;2;magasin de medecine chinoise
1221;Magasin de médecine orientale;health_medical/pharmacy_medicine/oriental_medicine_store;2;magasin de medecine orientale
1222;Magasin de médicaments;health_medical/pharmacy_medicine/drugstore;2;magasin de medicaments
1223;Pharmacie;health_medical/pharmacy_medicine/pharmacy;2;pharmacie
1224;Pharmacie en ligne;health_medical/pharmacy_medicine/online_pharmacy;2;pharmacie en ligne
1225;Prescription de médicaments en ligne;health_medical/pharmacy_medicine/online_prescription_medication_vendor;2;prescription de medicaments en ligne
1226;Clinique de santé mentale;health_medical/mental_health/mental_health_clinic;2;clinique de sante mentale
1227;Psychanalyste;health_medical/mental_health/psychoanalyst;2;psychanalyste
1228;Psychologue;health_medical/mental_health/psychologist;2;psychologue
1229;Psychologue pour enfants;health_medical/mental_health/child_psychologist;2;psychologue pour enfants
1230;Psychothérapeute;health_medical/mental_health/psychotherapist;2;psychotherapeute
1231;Service de santé mentale;health_medical/mental_health/mental_health_service;2;service de sante mentale
1232;Cabinet dentaire;health_medical/dental_services/dental_clinic;2;cabinet dentaire
1233;Dentiste;health_medical/dental_services/dentist;2;dentiste
1234;Dentiste cosmétique;health_medical/dental_services/cosmetic_dentist;2;dentiste cosmetique
1235;Hygiéniste dentaire;health_medical/dental_services/dental_hygienist;2;hygieniste dentaire
1236;Laboratoire dentaire;health_medical/dental_services/dental_lab;2;laboratoire dentaire
1237;Magasin d'articles dentaires;health_medical/dental_services/dental_supply_store;2;magasin darticles dentaires
1238;Service de blanchiment des dents;health_medical/dental_services/teeth_whitening_service;2;service de blanchiment des dents
1239;Agence de services d'aide à domicile;health_medical/therapy_senior_health/home_help_service_agency;2;agence de services daide a domicile
