;name;link;level;name_clean
1240;Aide à domicile;health_medical/therapy_senior_health/home_help;2;aide a domicile
1241;Cabinet infirmier;health_medical/therapy_senior_health/nursing_agency;2;cabinet infirmier
1242;Ergothérapeute;health_medical/therapy_senior_health/occupational_therapist;2;ergotherapeute
1243;Kinésithérapeute;health_medical/therapy_senior_health/physiotherapist;2;kinesitherapeute
1244;Masseur asiatique;health_medical/therapy_senior_health/asian_massage_therapist;2;masseur asiatique
1245;Massothérapeute du sport;health_medical/therapy_senior_health/sports_massage_therapist;2;massotherapeute du sport
1246;Résidences pour personnes âgées;health_medical/therapy_senior_health/assisted_living_facility;2;residences pour personnes agees
1247;Service d'hypnothérapie;health_medical/therapy_senior_health/hypnotherapy_service;2;service dhypnotherapie
1248;Sexologue;health_medical/therapy_senior_health/sexologist;2;sexologue
1249;Thérapeute Reiki;health_medical/therapy_senior_health/reiki_therapist;2;therapeute reiki
1250;Thérapie craniosacrale;health_medical/therapy_senior_health/craniosacral_therapy;2;therapie craniosacrale
1251;Centre d'ophtalmologie;health_medical/vision_hearing/eye_care_center;2;centre dophtalmologie
1252;Fournisseur de lentilles de contact;health_medical/vision_hearing/contact_lenses_supplier;2;fournisseur de lentilles de contact
1253;Grossiste en lunettes;health_medical/vision_hearing/glasses_wholesaler;2;grossiste en lunettes
1254;Magasin d'appareils auditifs;health_medical/vision_hearing/hearing_aid_store;2;magasin dappareils auditifs
1255;Opticien;health_medical/vision_hearing/optician;2;opticien
1256;Service pour les malentendants;health_medical/vision_hearing/deaf_service;2;service pour les malentendants
1257;Centrale électrique;utilities/energy_power/power_plant;2;centrale electrique
1258;Compagnie gazière;utilities/energy_power/gas_company;2;compagnie gaziere
1259;Entreprise d'énergie thermique;utilities/energy_power/thermal_energy_company;2;entreprise denergie thermique
1260;Entreprise d'équipements collectifs ménagers;utilities/energy_power/housing_utility_company;2;entreprise dequipements collectifs menagers
1261;Entreprise de Voirie et Réseau Divers;utilities/energy_power/utility_contractor;2;entreprise de voirie et reseau divers
1262;Fournisseur d'électricité;utilities/energy_power/electric_utility_company;2;fournisseur delectricite
1263;Fournisseur d'énergie;utilities/energy_power/energy_supplier;2;fournisseur denergie
1264;Fournisseur d'énergie verte;utilities/energy_power/green_energy_supplier;2;fournisseur denergie verte
1265;Poste électrique;utilities/energy_power/electrical_substation;2;poste electrique
1266;Société d'énergie solaire;utilities/energy_power/solar_energy_company;2;societe denergie solaire
1267;Solutions et équipement énergétiques;utilities/energy_power/energy_equipment_and_solutions;2;solutions et equipement energetiques
1268;Magasin d'huile;utilities/oil_fuel/oil_store;2;magasin dhuile
1269;Compagnie des eaux;utilities/water_utilities/water_utility_company;2;compagnie des eaux
1270;Entreprise de traitement de l'eau;utilities/water_utilities/water_purification_company;2;entreprise de traitement de leau
1271;Charpentier;home_services/craftsman/carpenter;2;charpentier
1272;Électricien;home_services/craftsman/electrician;2;electricien
1273;Entrepreneur spécialisé dans les revêtements de sol;home_services/craftsman/flooring_contractor;2;entrepreneur specialise dans les revetements de sol
1274;Entreprise d'étanchéité;home_services/craftsman/waterproofing_company;2;entreprise detancheite
1275;Homme à tout faire;home_services/craftsman/handyman;2;homme a tout faire
1276;Maçon;home_services/craftsman/bricklayer;2;macon
1277;Peintre;home_services/craftsman/painter;2;peintre
1278;Poseur de moquette;home_services/craftsman/carpet_installer;2;poseur de moquette
1279;Serrurier;home_services/craftsman/locksmith;2;serrurier
1280;Service d'installation électrique;home_services/craftsman/electrical_installation_service;2;service dinstallation electrique
1281;Service de maintenance d'ascenseurs;home_services/craftsman/elevator_service;2;service de maintenance dascenseurs
1282;Service de reproduction de clés;home_services/craftsman/key_duplication_service;2;service de reproduction de cles
1283;Service de restauration des planchers;home_services/craftsman/floor_refinishing_service;2;service de restauration des planchers
1284;Service de serrurerie d'urgence;home_services/craftsman/emergency_locksmith_service;2;service de serrurerie durgence
1285;Centre de stockage;home_services/moving_storage/storage_facility;2;centre de stockage
1286;Déménageur;home_services/moving_storage/moving_company;2;demenageur
1287;Garde-meubles en libre-service;home_services/moving_storage/self_storage_facility;2;gardemeubles en libreservice
1288;Magasin d'articles de déménagement;home_services/moving_storage/moving_supply_store;2;magasin darticles de demenagement
1289;Service de déménagement de pianos;home_services/moving_storage/piano_moving_service;2;service de demenagement de pianos
1290;Services de déménagement et de stockage;home_services/moving_storage/moving_and_storage_service;2;services de demenagement et de stockage
1291;Agence de gardiennage de maison;home_services/house_sitting_security/house_sitter_agency;2;agence de gardiennage de maison
1292;Agence de sécurité;home_services/house_sitting_security/security_service;2;agence de securite
1293;Consultant en protection contre les incendies;home_services/house_sitting_security/fire_protection_consultant;2;consultant en protection contre les incendies
1294;Fournisseur de systèmes de sécurité;home_services/house_sitting_security/security_system_supplier;2;fournisseur de systemes de securite
1295;Gardien de maison;home_services/house_sitting_security/house_sitter;2;gardien de maison
1296;Inspecteur immobilier;home_services/house_sitting_security/home_inspector;2;inspecteur immobilier
1297;Installateur de systèmes de sécurité;home_services/house_sitting_security/security_system_installer;2;installateur de systemes de securite
1298;Service de nettoyage et d'entretien;home_services/house_sitting_security/janitorial_service;2;service de nettoyage et dentretien
1299;Service de protection contre les incendies;home_services/house_sitting_security/fire_protection_service;2;service de protection contre les incendies
1300;Inspection sanitaire;home_services/plumbing_sanitation/sanitary_inspection;2;inspection sanitaire
1301;Plombier;home_services/plumbing_sanitation/plumber;2;plombier
1302;Service d'entretien des gouttières;home_services/plumbing_sanitation/gutter_cleaning_service;2;service dentretien des gouttieres
1303;Service d'entretien et de réparation de fosses septiques;home_services/plumbing_sanitation/septic_system_service;2;service dentretien et de reparation de fosses septiques
1304;Service d'extermination des nuisibles;home_services/plumbing_sanitation/pest_control_service;2;service dextermination des nuisibles
1305;Entreprise de nettoyage de vitres;home_services/cleaning_service_providers/window_cleaning_service;2;entreprise de nettoyage de vitres
1306;Ramoneur;home_services/cleaning_service_providers/chimney_sweep;2;ramoneur
1307;Service d'enlèvement de graffitis;home_services/cleaning_service_providers/graffiti_removal_service;2;service denlevement de graffitis
1308;Service de ménage;home_services/cleaning_service_providers/cleaning_service;2;service de menage
1309;Service de ménage à domicile;home_services/cleaning_service_providers/house_cleaning_service;2;service de menage a domicile
1310;Service de nettoyage;home_services/cleaning_service_providers/render_cleaning_service;2;service de nettoyage
1311;Service de nettoyage de conduits de ventilation;home_services/cleaning_service_providers/air_duct_cleaning_service;2;service de nettoyage de conduits de ventilation
1312;Service de nettoyage de moquettes;home_services/cleaning_service_providers/carpet_cleaning_service;2;service de nettoyage de moquettes
1313;Service de nettoyage de piscines;home_services/cleaning_service_providers/pool_cleaning_service;2;service de nettoyage de piscines
1314;Services de maintenance des cheminées;home_services/cleaning_service_providers/chimney_services;2;services de maintenance des cheminees
1315;Services de nettoyage;home_services/cleaning_service_providers/cleaners;2;services de nettoyage
1316;Atelier de réparation du verre;home_services/repair_service_providers/glass_repair_service;2;atelier de reparation du verre
1317;Service de réparation;home_services/repair_service_providers/repair_service;2;service de reparation
1318;Service de réparation de radiateurs;home_services/repair_service_providers/radiator_repair_service;2;service de reparation de radiateurs
1319;Entrepreneur spécialisé dans la remise en état après dégât des eaux;home_services/house_services/water_damage_restoration_service;2;entrepreneur specialise dans la remise en etat apres degat des eaux
1320;Installateur de double vitrage;home_services/house_services/double_glazing_supplier;2;installateur de double vitrage
1321;Service d'entretien à domicile;home_services/house_services/homekill_service;2;service dentretien a domicile
1322;Service d'entretien de pelouse;home_services/house_services/lawn_care_service;2;service dentretien de pelouse
1323;Service de contrôle des oiseaux;home_services/house_services/bird_control_service;2;service de controle des oiseaux
1324;Service de débarras de maison;home_services/house_services/house_clearance_service;2;service de debarras de maison
1325;Service de détection d'amiante;home_services/house_services/asbestos_testing_service;2;service de detection damiante
1326;Agent commercial;business_services/administration_services/commercial_agent;2;agent commercial
1327;Cabinet de recrutement de cadres;business_services/administration_services/executive_search_firm;2;cabinet de recrutement de cadres
1328;Commissaire aux comptes;business_services/administration_services/auditor;2;commissaire aux comptes
1329;Conseiller en gestion des affaires;business_services/administration_services/business_management_consultant;2;conseiller en gestion des affaires
1330;Consultant;business_services/administration_services/consultant;2;consultant
1331;Courtier d'affaires;business_services/administration_services/business_broker;2;courtier daffaires
1332;Entreprise BPO;business_services/administration_services/bpo_company;2;entreprise bpo
1333;Fournisseur d'équipement pour magasin;business_services/administration_services/store_equipment_supplier;2;fournisseur dequipement pour magasin
1334;Fournisseur d'équipements Eftpos;business_services/administration_services/eftpos_equipment_supplier;2;fournisseur dequipements eftpos
1335;Fournisseur de cadeaux d'entreprise;business_services/administration_services/corporate_gift_supplier;2;fournisseur de cadeaux dentreprise
1336;Professionnel de l'organisation;business_services/administration_services/professional_organizer;2;professionnel de lorganisation
1337;Service d'administration des entreprises;business_services/administration_services/business_administration_service;2;service dadministration des entreprises
1338;Service d'agents de sécurité;business_services/administration_services/security_guard_service;2;service dagents de securite
1339;Service de cartographie;business_services/administration_services/mapping_service;2;service de cartographie
1340;Service de dactylographie;business_services/administration_services/typing_service;2;service de dactylographie
1341;Service de débarras des déchets;business_services/administration_services/debris_removal_service;2;service de debarras des dechets
1342;Service de divertissement en entreprise;business_services/administration_services/corporate_entertainment_service;2;service de divertissement en entreprise
1343;Service de paiement;business_services/administration_services/payment_service;2;service de paiement
1344;Service de paiement par carte de crédit;business_services/administration_services/card_processing_service;2;service de paiement par carte de credit
1345;Services aux entreprises;business_services/administration_services/business_to_business_service;2;services aux entreprises
1346;Centre d'affaires;business_services/associations_centers/business_center;2;centre daffaires
1347;Entreprise de réseautage commercial;business_services/associations_centers/business_networking_company;2;entreprise de reseautage commercial
