name;link;level
Club équestre;sports/outdoor_winter_sports/equestrian_club;2
Clud d'escalade;sports/outdoor_winter_sports/climbing_club;2
Cyclisme sur route;sports/outdoor_winter_sports/road_cycling;2
Escalade;sports/outdoor_winter_sports/rock_climbing;2
Magasin d'articles de course à pied;sports/outdoor_winter_sports/running_store;2
Magasin d'équipements sportifs d'extérieur;sports/outdoor_winter_sports/outdoor_sports_store;2
Magasin d'équitation;sports/outdoor_winter_sports/equestrian_store;2
Magasin de skis;sports/outdoor_winter_sports/ski_store;2
Magasin de sports d'hiver;sports/outdoor_winter_sports/winter_sports_store;2
Terrain de sport;sports/outdoor_winter_sports/athletic_field;2
Vélo d'intérieur;sports/outdoor_winter_sports/indoor_cycling;2
Vélodrome;sports/outdoor_winter_sports/velodrome;2
Centre de plongée;sports/extreme_sports/diving_center;2
Centre de sports d'aventure;sports/extreme_sports/adventure_sports_center;2
Centre sportif aérien;sports/extreme_sports/aerial_sports_center;2
Club de canoë-kayak;sports/extreme_sports/canoe_and_kayak_club;2
Club de parachutisme;sports/extreme_sports/parachuting_club;2
École de parachutisme;sports/extreme_sports/skydiving_center;2
Magasin d'accessoires pour planches à voile;sports/extreme_sports/windsurfing_store;2
Magasin d'articles de snowboard;sports/extreme_sports/snowboard_shop;2
Magasin d'articles de sports mécaniques;sports/extreme_sports/motorsports_store;2
Magasin de cerfs-volants;sports/extreme_sports/kite_shop;2
Magasin de matériel de plongée;sports/extreme_sports/dive_shop;2
Magasin de patins;sports/extreme_sports/skate_shop;2
Magasin de skateboards;sports/extreme_sports/skateboard_shop;2
Magasin de surf;sports/extreme_sports/surf_shop;2
Magasins d'articles de canoë-kayak;sports/extreme_sports/canoe_and_kayak_store;2
Service de location de canoës-kayaks;sports/extreme_sports/canoe_and_kayak_rental_service;2
Service de vols en deltaplane;sports/extreme_sports/hang_gliding_center;2
Sports d'aventure;sports/extreme_sports/adventure_sports;2
Magasin d'articles de tennis de table;sports/tennis_racquet_sports/table_tennis_supply_store;2
Magasin de tennis;sports/tennis_racquet_sports/tennis_store;2
Agence d'excursions;travel_vacation/activities_tours/tour_agency;2
Agence d'excursions en plongée sous-marine;travel_vacation/activities_tours/scuba_tour_agency;2
Agence de location d'hélicoptères;travel_vacation/activities_tours/helicopter_tour_agency;2
Agence de tourisme sportif;travel_vacation/activities_tours/sport_tour_agency;2
Agence de visites touristiques;travel_vacation/activities_tours/sightseeing_tour_agency;2
Agence de visites touristiques en canoë-kayak;travel_vacation/activities_tours/canoe_and_kayak_tour_agency;2
Agence de voyages;travel_vacation/activities_tours/travel_agency;2
Agrégateur de voyages;travel_vacation/activities_tours/ski_holiday_organizer;2
Camps de vacances et de divertissement;travel_vacation/activities_tours/recreational_and_vacation_camps;2
Entreprise de navire de croisière;travel_vacation/activities_tours/cruise_line;2
Fournisseur d'excursions culturelles;travel_vacation/activities_tours/cultural_tours_provider;2
Organiseur de vacances au ski;travel_vacation/activities_tours/travel_aggregator;2
Visite de fermes;travel_vacation/activities_tours/farm_household_tour;2
Voyagiste;travel_vacation/activities_tours/tour_operator;2
Agence d'excursions en bateau;travel_vacation/travel_agencies/boat_tour_agency;2
Agence de croisières;travel_vacation/travel_agencies/cruise_agency;2
Agence de réservation de billets d'avion;travel_vacation/travel_agencies/airline_ticket_agency;2
Agence de visites touristiques en bus;travel_vacation/travel_agencies/bus_tour_agency;2
Agence de vols touristiques en montgolfière;travel_vacation/travel_agencies/balloon_ride_tour_agency;2
Agence de voyages en bateaux de croisière;travel_vacation/travel_agencies/cruise_travel_agency;2
Attraction touristique;travel_vacation/travel_agencies/tourist_attraction;2
Consultant visa;travel_vacation/travel_agencies/visa_consultant;2
Office de tourisme;travel_vacation/travel_agencies/tourist_information_center;2
Service des visas et passeports;travel_vacation/travel_agencies/visa_and_passport_office;2
Aéroport international;travel_vacation/airlines_air_travel/international_airport;2
Compagnie aérienne;travel_vacation/airlines_air_travel/airline;2
Service de navette aéroport;travel_vacation/airlines_air_travel/airport_shuttle_service;2
Site de recherche de vols;travel_vacation/airlines_air_travel/flights_search_site;2
Agence de location de bungalows;travel_vacation/accomodations_lodging/cottage_rental;2
Agence de location de chalets;travel_vacation/accomodations_lodging/cabin_rental_agency;2
Agence de location de maisons de vacances;travel_vacation/accomodations_lodging/vacation_home_rental_agency;2
Agence de multipropriété;travel_vacation/accomodations_lodging/timeshare_agency;2
Appartement de location de vacances;travel_vacation/accomodations_lodging/holiday_apartment_rental;2
Appartement de vacances;travel_vacation/accomodations_lodging/vacation_appartment;2
Chalet;travel_vacation/accomodations_lodging/chalet;2
Chambre d'hôtes;travel_vacation/accomodations_lodging/bed_and_breakfast;2
Cottage;travel_vacation/accomodations_lodging/cottage;2
Gîte;travel_vacation/accomodations_lodging/lodge;2
Gîte de montagne;travel_vacation/accomodations_lodging/mountain_hut;2
Hébergement;travel_vacation/accomodations_lodging/lodging;2
Hébergement acceptant les animaux;travel_vacation/accomodations_lodging/pet_friendly_accommodation;2
Hébergement de groupes;travel_vacation/accomodations_lodging/group_accommodation;2
Location de vacances;travel_vacation/accomodations_lodging/vacation_rental;2
Logement indépendant avec services;travel_vacation/accomodations_lodging/serviced_accommodation;2
Logement meublé;travel_vacation/accomodations_lodging/self_catering_accommodation;2
Maison d'hôtes;travel_vacation/accomodations_lodging/guest_house;2
Maison de vacances;travel_vacation/accomodations_lodging/holiday_home;2
Maison de vacances non-fumeurs;travel_vacation/accomodations_lodging/non_smoking_holiday_home;2
Séjour chez l'habitant;travel_vacation/accomodations_lodging/private_guest_room;2
Service d'hébergement de vacances;travel_vacation/accomodations_lodging/holiday_accommodation_service;2
Village cottage;travel_vacation/accomodations_lodging/cottage_village;2
Château-Hôtel;travel_vacation/hotels/castle_hotel;2
Hôtel;travel_vacation/hotels/hotel;2
Hôtel à petit budget;travel_vacation/hotels/budget_hotel;2
Hôtel bien-être;travel_vacation/hotels/wellness_hotel;2
Hôtel Business;travel_vacation/hotels/business_hotel;2
Hôtel familial;travel_vacation/hotels/family_hotel;2
Hôtel-boutique;travel_vacation/hotels/boutique_hotel;2
Espace de parking;vehicles_transportation/airports_parking/parking_lot;2
Parking couvert payant;vehicles_transportation/airports_parking/parking_garage;2
Parking pour motos;vehicles_transportation/airports_parking/parking_lot_for_motorcycle;2
Service de voiturier;vehicles_transportation/airports_parking/valet_parking_service;2
Bureau d'examen des véhicules;vehicles_transportation/other_vehicles_trailers/vehicle_examination_office;2
Concessionnaire de quads;vehicles_transportation/other_vehicles_trailers/atv_dealer;2
Exportateur de véhicules;vehicles_transportation/other_vehicles_trailers/vehicle_exporter;2
Inspection de véhicule;vehicles_transportation/other_vehicles_trailers/vehicle_inspection;2
Magasin d'articles pour camping-cars;vehicles_transportation/other_vehicles_trailers/rv_supply_store;2
Vendeur de motoneiges;vehicles_transportation/other_vehicles_trailers/snowmobile_dealer;2
Agence de location de camping-cars;vehicles_transportation/vehical_rental/rv_rental_agency;2
Agence de location de fourgonnettes;vehicles_transportation/vehical_rental/van_rental_agency;2
Agence de location de motos;vehicles_transportation/vehical_rental/motorcycle_rental_agency;2
Agence de location de voitures;vehicles_transportation/vehical_rental/car_rental_agency;2
Covoiturage;vehicles_transportation/vehical_rental/carpool;2
Service de leasing automobile;vehicles_transportation/vehical_rental/car_leasing_service;2
Service de location;vehicles_transportation/vehical_rental/leasing_service;2
Service de location de bateaux;vehicles_transportation/vehical_rental/boat_rental_service;2
Service de location de remorques;vehicles_transportation/vehical_rental/trailer_rental_service;2
Service de location de scooters;vehicles_transportation/vehical_rental/scooter_rental_service;2
Club automobile;vehicles_transportation/motorcycle_powersports/motoring_club;2
Concessionnaire cyclomoteurs;vehicles_transportation/motorcycle_powersports/moped_dealer;2
Concessionnaire de motos;vehicles_transportation/motorcycle_powersports/motorcycle_dealer;2
Concessionnaire de scooters;vehicles_transportation/motorcycle_powersports/motor_scooter_dealer;2
Concessionnaire moto BMW;vehicles_transportation/motorcycle_powersports/bmw_motorcycle_dealer;2
Magasin d'équipement et d'accessoires pour motos;vehicles_transportation/motorcycle_powersports/motorcycle_eqiupment_and_accessories_store;2
Magasin de motos;vehicles_transportation/motorcycle_powersports/motorcycle_shop;2
Moto-école;vehicles_transportation/motorcycle_powersports/motorcycle_driving_school;2
Service du permis de conduire et des papiers du véhicule;vehicles_transportation/motorcycle_powersports/department_of_motor_vehicles;2
Accessoires pour voitures;vehicles_transportation/auto_parts_wheels/car_equipment_accessories;2
Agence d'immatriculation automobile;vehicles_transportation/auto_parts_wheels/auto_tag_agency;2
Atelier de carrosserie automobile;vehicles_transportation/auto_parts_wheels/auto_body_shop;2
Atelier de mécanique automobile;vehicles_transportation/auto_parts_wheels/auto_machine_shop;2
Casse automobile;vehicles_transportation/auto_parts_wheels/auto_wrecker;2
Centre de contrôle technique;vehicles_transportation/auto_parts_wheels/car_inspection_station;2
Électricien automobile;vehicles_transportation/auto_parts_wheels/auto_electrical_service;2
Fabricant de pièces automobiles;vehicles_transportation/auto_parts_wheels/auto_parts_manufacturer;2
Fournisseur de cadres pour plaques d'immatriculation;vehicles_transportation/auto_parts_wheels/license_plate_frames_supplier;2
Fournisseur de pièces détachées de camion;vehicles_transportation/auto_parts_wheels/truck_parts_supplier;2
Magasin d'accessoires automobiles;vehicles_transportation/auto_parts_wheels/car_accessories_store;2
Magasin de batteries pour voitures;vehicles_transportation/auto_parts_wheels/car_battery_store;2
Magasin de pièces auto d'occasion;vehicles_transportation/auto_parts_wheels/used_auto_parts_store;2
Magasin de pièces détachées automobiles;vehicles_transportation/auto_parts_wheels/auto_parts_store;2
Magasin de pièces et d'accessoires pour motos;vehicles_transportation/auto_parts_wheels/motorcycle_parts_store;2
Magasin de pneus;vehicles_transportation/auto_parts_wheels/tire_shop;2
Magasin de roues;vehicles_transportation/auto_parts_wheels/wheel_store;2
Marché de pièces automobiles;vehicles_transportation/auto_parts_wheels/auto_parts_market;2
Prestataire de transport automobile privé;vehicles_transportation/auto_parts_wheels/car_service;2
Prestataire spécialisé dans le garnissage et la sellerie automobile;vehicles_transportation/auto_parts_wheels/auto_upholsterer;2
Service d'esthétique automobile;vehicles_transportation/auto_parts_wheels/car_detailing_service;2
Service de restauration d'automobiles;vehicles_transportation/auto_parts_wheels/auto_restoration_service;2
Station de lavage automobile;vehicles_transportation/auto_parts_wheels/car_wash;2
Ventes d'accessoires automobiles;vehicles_transportation/auto_parts_wheels/auto_accessories_wholesaler;2
Atelier de réparation automobile;vehicles_transportation/vehicle_repair_fuel/auto_repair_shop;2
Atelier de réparation de trottinettes;vehicles_transportation/vehicle_repair_fuel/scooter_repair_shop;2
Atelier de réparation pour motos;vehicles_transportation/vehicle_repair_fuel/motorcycle_repair_shop;2
Entretien des voitures;vehicles_transportation/vehicle_repair_fuel/tune_up_supplier;2
Équipement de réparation automobile;vehicles_transportation/vehicle_repair_fuel/automotive_repair_equipment_wholesaler;2
Fournisseur de GPS;vehicles_transportation/vehicle_repair_fuel/gps_supplier;2
Garage automobile;vehicles_transportation/vehicle_repair_fuel/car_repair;2
Lavage de voiture en libre-service;vehicles_transportation/vehicle_repair_fuel/self_service_car_wash;2
Mécanicien;vehicles_transportation/vehicle_repair_fuel/mechanic;2
Préparateur automobile;vehicles_transportation/vehicle_repair_fuel/tuning_automobile;2
Service de remorquage;vehicles_transportation/vehicle_repair_fuel/towing_service;2
Services télématiques;vehicles_transportation/vehicle_repair_fuel/telematics_service;2
Agence de billets de train;vehicles_transportation/taxis_public_transport/train_ticket_agency;2
Agence de vente de tickets de bus;vehicles_transportation/taxis_public_transport/bus_ticket_agency;2
Compagnie d'autobus;vehicles_transportation/taxis_public_transport/bus_company;2
Guichet de billets de train;vehicles_transportation/taxis_public_transport/train_ticket_counter;2
Service de chauffeur particulier;vehicles_transportation/taxis_public_transport/limousine_service;2
Service de location d'autobus;vehicles_transportation/taxis_public_transport/bus_charter;2
Service de sécurité routière;vehicles_transportation/taxis_public_transport/road_safety_town;2
Service de taxi;vehicles_transportation/taxis_public_transport/taxi_service;2
Service de taxi minibus;vehicles_transportation/taxis_public_transport/minibus_taxi_service;2
Service de transport;vehicles_transportation/taxis_public_transport/transportation_service;2
Service de transport et d'accompagnement;vehicles_transportation/taxis_public_transport/transportation_escort_service;2
Service de transport pour handicapés;vehicles_transportation/taxis_public_transport/handicapped_transportation_service;2
Société de transport en bus et autocar;vehicles_transportation/taxis_public_transport/bus_and_coach_company;2
Station de taxis;vehicles_transportation/taxis_public_transport/taxi_stand;2
Compagnie de ferry;vehicles_transportation/air_water_transport/ferry_service;2
Concessionnaire de bateaux;vehicles_transportation/air_water_transport/boat_dealer;2
Constructeurs de bateaux;vehicles_transportation/air_water_transport/boat_builder;2
Consultant en aviation;vehicles_transportation/air_water_transport/aviation_consultant;2
Courtier en bateaux;vehicles_transportation/air_water_transport/yacht_broker;2
Fournisseur d'accessoires de bateau;vehicles_transportation/air_water_transport/boat_accessories_supplier;2
Location d'hélicoptères;vehicles_transportation/air_water_transport/helicopter_charter;2
Magasin d'articles aéronautiques;vehicles_transportation/air_water_transport/aircraft_supply_store;2
Service de location d'avions;vehicles_transportation/air_water_transport/aircraft_rental_service;2
Taxi aérien;vehicles_transportation/air_water_transport/air_taxi;2
Magasin d'accessoires de vélo;vehicles_transportation/bicycles/bike_accessories_store;2
Magasin de réparation de vélos;vehicles_transportation/bicycles/bicycle_repair_shop;2
Magasin de vélos;vehicles_transportation/bicycles/bicycle_store;2
Magasin de vélos d'occasion;vehicles_transportation/bicycles/used_bicycle_shop;2
Porte-vélos;vehicles_transportation/bicycles/bicycle_rack;2
Service de location de vélo;vehicles_transportation/bicycles/bicycle_rental_service;2
Vente en gros de vélos;vehicles_transportation/bicycles/bicycle_wholesale;2
Concessionnaire Aston Martin;vehicles_transportation/cars_trucks/aston_martin_dealer;2
Concessionnaire automobile;vehicles_transportation/cars_trucks/car_dealer;2
Concessionnaire Bentley;vehicles_transportation/cars_trucks/bentley_dealer;2
Concessionnaire BMW;vehicles_transportation/cars_trucks/bmw_dealer;2
Concessionnaire Ferrari;vehicles_transportation/cars_trucks/ferrari_dealer;2
Concessionnaire Jaguar;vehicles_transportation/cars_trucks/jaguar_dealer;2
Concessionnaire Lamborghini;vehicles_transportation/cars_trucks/lamborghini_dealer;2
Concessionnaire Mercedes-Benz;vehicles_transportation/cars_trucks/mercedes_benz_dealer;2
Courtier automobile;vehicles_transportation/cars_trucks/auto_broker;2
Marchand de pièces détachées;vehicles_transportation/cars_trucks/salvage_dealer;2
Marché automobile;vehicles_transportation/cars_trucks/auto_market;2
Société de transport routier;vehicles_transportation/cars_trucks/trucking_company;2
Vendeur de voitures d'occasion;vehicles_transportation/cars_trucks/used_car_dealer;2
