name;link;level
Service de location de tentes;events_entertainment/wedding_party/tent_rental_service;2
Exposition;events_entertainment/museums_exibits/exhibit;2
Galerie d'art;events_entertainment/museums_exibits/art_gallery;2
Galerie d'art aborigène;events_entertainment/museums_exibits/aboriginal_art_gallery;2
Musée;events_entertainment/museums_exibits/museum;2
Cinéma;events_entertainment/music_movies/movie_theater;2
Disc-jockey;events_entertainment/music_movies/dj;2
Magasin de location de films;events_entertainment/music_movies/movie_rental_store;2
Magasin de matériel pour DJ;events_entertainment/music_movies/dj_supply_store;2
Service de streaming de films;events_entertainment/music_movies/movie_streaming_service;2
Ballet-Théâtre;events_entertainment/theater_opera/ballet_theater;2
Opéra;events_entertainment/theater_opera/opera_house;2
Production théâtrale;events_entertainment/theater_opera/theater_production;2
Salle de concert;events_entertainment/theater_opera/concert_hall;2
Salle de spectacles;events_entertainment/theater_opera/performing_arts_theater;2
Théâtre dramatique;events_entertainment/theater_opera/drama_theater;2
Camping;hobbies_crafts/outdoor_activities/campground;2
Centre récréatif;hobbies_crafts/outdoor_activities/recreation_center;2
Circuit de randonnée;hobbies_crafts/outdoor_activities/hiking_area;2
Magasin de matériel de camping;hobbies_crafts/outdoor_activities/camping_store;2
Organisateur d'activités en plein air;hobbies_crafts/outdoor_activities/outdoor_activity_organizer;2
Piscine extérieure;hobbies_crafts/outdoor_activities/outdoor_swimming_pool;2
Promenade;hobbies_crafts/outdoor_activities/promenade;2
Service de plongée;hobbies_crafts/outdoor_activities/diving_service;2
Service de promenades en traîneau à chiens;hobbies_crafts/outdoor_activities/dogsled_ride_service;2
Site de camping;hobbies_crafts/outdoor_activities/camp_site;2
Art & antiquités;hobbies_crafts/art_handicraft/art_antiques;2
Artisanat;hobbies_crafts/art_handicraft/handicraft;2
Artisanat d'art;hobbies_crafts/art_handicraft/art_handcraft;2
Artiste;hobbies_crafts/art_handicraft/artist;2
Boutique de loisirs créatifs;hobbies_crafts/art_handicraft/craft_store;2
Magasin de matériel artistique;hobbies_crafts/art_handicraft/art_supply_store;2
Marchand d'art;hobbies_crafts/art_handicraft/art_dealer;2
Salon d'artisanat;hobbies_crafts/art_handicraft/handicraft_fair;2
Service de découpe au laser;hobbies_crafts/art_handicraft/laser_cutting_service;2
Société de flocage;hobbies_crafts/art_handicraft/societe_de_flocage;2
Astrologue;hobbies_crafts/astrology_numerology/astrologer;2
Magasin d'articles spirituels;hobbies_crafts/astrology_numerology/metaphysical_supply_store;2
Médium;hobbies_crafts/astrology_numerology/psychic;2
Naturopathe;hobbies_crafts/astrology_numerology/naturopathic_practitioner;2
Numérologue;hobbies_crafts/astrology_numerology/numerologist;2
Magasin de chasse;hobbies_crafts/fishing_hunting/hunting_store;2
Magasin de pêche;hobbies_crafts/fishing_hunting/fishing_store;2
Magasin de pêche et de chasse;hobbies_crafts/fishing_hunting/hunting_and_fishing_store;2
Atelier de couture;hobbies_crafts/needlework_knitting/sewing_shop;2
Boutique de laine;hobbies_crafts/needlework_knitting/yarn_store;2
Cours de couture;hobbies_crafts/needlework_knitting/stitching_class;2
Entreprise de confection;hobbies_crafts/needlework_knitting/sewing_company;2
Fabricant de maroquinerie;hobbies_crafts/needlework_knitting/leather_goods_manufacturer;2
Fournisseur de fils;hobbies_crafts/needlework_knitting/thread_supplier;2
Grossiste en mercerie;hobbies_crafts/needlework_knitting/threads_and_yarns_wholesaler;2
Grossiste textile;hobbies_crafts/needlework_knitting/clothes_and_fabric_wholesaler;2
Magasin de broderie;hobbies_crafts/needlework_knitting/embroidery_shop;2
Magasin de couture et de broderie;hobbies_crafts/needlework_knitting/needlework_shop;2
Magasin de laine;hobbies_crafts/needlework_knitting/wool_store;2
Magasin de machines à coudre;hobbies_crafts/needlework_knitting/sewing_machine_store;2
Magasin de tissus;hobbies_crafts/needlework_knitting/fabric_store;2
Mercerie métallique et plastique;hobbies_crafts/needlework_knitting/haberdashery;2
Service de broderie;hobbies_crafts/needlework_knitting/embroidery_service;2
Styliste de mode;hobbies_crafts/needlework_knitting/fashion_designer;2
Vendeur de tissus en gros;hobbies_crafts/needlework_knitting/fabric_wholesaler;2
Atelier de jeu;hobbies_crafts/hobbies/playgroup;2
Boutique d'aéromodélisme;hobbies_crafts/hobbies/aeromodel_shop;2
Boutique d'objets à collectionner;hobbies_crafts/hobbies/collectibles_store;2
Boutique de figurines;hobbies_crafts/hobbies/figurine_shop;2
Centre de loisirs;hobbies_crafts/hobbies/leisurecentre;2
Club d'informatique;hobbies_crafts/hobbies/computer_club;2
Club de collectionneurs de timbres;hobbies_crafts/hobbies/stamp_collectors_club;2
Entreprise de design moderne;hobbies_crafts/hobbies/model_design_company;2
Magasin d'accessoires de magie;hobbies_crafts/hobbies/magic_store;2
Magasin d'articles de loisirs;hobbies_crafts/hobbies/hobby_store;2
Magasin de cartes de collection;hobbies_crafts/hobbies/trading_card_store;2
Magasin de modélisme;hobbies_crafts/hobbies/scale_model_shop;2
Magasin de modélisme ferroviaire;hobbies_crafts/hobbies/model_train_store;2
Magasin de poupées;hobbies_crafts/hobbies/doll_store;2
Magicien;hobbies_crafts/hobbies/magician;2
Vendeur de pièces de monnaie de collection;hobbies_crafts/hobbies/coin_dealer;2
Chorale;hobbies_crafts/music_instruments/choir;2
Magasin d'instruments de musique;hobbies_crafts/music_instruments/musical_instrument_store;2
Magasin de guitares;hobbies_crafts/music_instruments/guitar_store;2
Magasin de partitions de musique;hobbies_crafts/music_instruments/sheet_music_store;2
Magasin de violons;hobbies_crafts/music_instruments/violin_shop;2
Musicien;hobbies_crafts/music_instruments/musician;2
Professeur de musique;hobbies_crafts/music_instruments/music_instructor;2
Professeur de piano;hobbies_crafts/music_instruments/piano_instructor;2
Cours de peinture;hobbies_crafts/painting_paper/painting_lessons;2
Distributeur de papier;hobbies_crafts/painting_paper/paper_distributor;2
Magasin de peinture;hobbies_crafts/painting_paper/paint_store;2
Magasin de peintures;hobbies_crafts/painting_paper/paintings_store;2
Magasin de stylos;hobbies_crafts/painting_paper/pen_store;2
Tableau;hobbies_crafts/painting_paper/painting;2
Art plastique;hobbies_crafts/metal_stone_glass_work/statuary;2
Atelier de métallerie;hobbies_crafts/metal_stone_glass_work/metal_workshop;2
Boutique de perles;hobbies_crafts/metal_stone_glass_work/bead_store;2
Boutique de vitrerie et miroiterie;hobbies_crafts/metal_stone_glass_work/glass_and_mirror_shop;2
Magasin de trophées;hobbies_crafts/metal_stone_glass_work/trophy_shop;2
Menuiserie;hobbies_crafts/metal_stone_glass_work/turnery;2
Sculpteur;hobbies_crafts/metal_stone_glass_work/sculptor;2
Service de gravure sur verre;hobbies_crafts/metal_stone_glass_work/glass_etching_service;2
Vitrier;hobbies_crafts/metal_stone_glass_work/glazier;2
Atelier de réparation de meubles;home_garden/home_improvements/furniture_repair_shop;2
Fournisseur de portes de garage;home_garden/home_improvements/garage_door_supplier;2
Magasin d'équipement de sécurité;home_garden/home_improvements/security_equipment_store;2
Magasin de garnitures de portes et fenêtres;home_garden/home_improvements/window_treatment_store;2
Magasin de matériel de surveillance;home_garden/home_improvements/burglar_alarm_store;2
Magasin de rénovation;home_garden/home_improvements/home_improvement_store;2
Magasin de revêtements de sol;home_garden/home_improvements/flooring_store;2
Service de nettoyage du cuir;home_garden/home_improvements/leather_cleaning_service;2
Service de réparation d'articles en cuir;home_garden/home_improvements/leather_repair_service;2
Service de réparation de luminaires;home_garden/home_improvements/lamp_repair_service;2
Boutique d'affiches;home_garden/decoration_interior/poster_store;2
Cheministe;home_garden/decoration_interior/fireplace_store;2
Fabricant de portes;home_garden/decoration_interior/door_manufacturer;2
Fabricant de poteries;home_garden/decoration_interior/pottery_manufacturer;2
Fournisseur d'abat-jour;home_garden/decoration_interior/lamp_shade_supplier;2
Fournisseur de chauffage;home_garden/decoration_interior/heating_supplier;2
Fournisseur et fabricant de rideaux;home_garden/decoration_interior/curtain_supplier_and_maker;2
Grossiste en céramiques;home_garden/decoration_interior/ceramics_wholesaler;2
Magasin d'encadrement;home_garden/decoration_interior/picture_frame_shop;2
Magasin de carrelage;home_garden/decoration_interior/tile_store;2
Magasin de design et de décor intérieur;home_garden/decoration_interior/decoration_and_interior_design_store;2
Magasin de literie;home_garden/decoration_interior/bedding_store;2
Magasin de matelas;home_garden/decoration_interior/mattress_store;2
Magasin de papiers peints;home_garden/decoration_interior/wallpaper_store;2
Magasin de portes;home_garden/decoration_interior/door_shop;2
Magasin de rideaux et stores;home_garden/decoration_interior/blinds_shop;2
Magasin de tapis;home_garden/decoration_interior/rug_store;2
Miroiterie;home_garden/decoration_interior/mirror_shop;2
Porte intérieure;home_garden/decoration_interior/interior_door;2
Tapissier décorateur;home_garden/decoration_interior/upholstery_shop;2
Chaudronnerie;home_garden/energy_heating/boiler_manufacturer;2
Fournisseur d'équipements d'énergie solaire;home_garden/energy_heating/solar_energy_equipment_supplier;2
Fournisseur de bois de chauffage;home_garden/energy_heating/firewood_supplier;2
Fournisseur de chaudières;home_garden/energy_heating/boiler_supplier;2
Fournisseur de climatisation;home_garden/energy_heating/air_conditioning_system_supplier;2
Magasin de chaudières;home_garden/energy_heating/furnace_store;2
Magasin de poêles à bois;home_garden/energy_heating/wood_stove_shop;2
Magasin de produits à gaz;home_garden/energy_heating/gas_shop;2
Magasin de radiateurs;home_garden/energy_heating/radiator_shop;2
Magasin de systèmes de climatisation;home_garden/energy_heating/air_conditioning_store;2
Service d'installation du gaz;home_garden/energy_heating/gas_installation_service;2
Service de réparation de systèmes de climatisation;home_garden/energy_heating/air_conditioning_repair_service;2
Arboriste;home_garden/garden_pond/arborist_and_tree_surgeon;2
Boutique de minéraux;home_garden/garden_pond/rock_shop;2
Fleuriste;home_garden/garden_pond/florist;2
Fourisseur de construction de jardin;home_garden/garden_pond/garden_building_retail;2
Fournisseur d'équipement d'irrigation du terrain;home_garden/garden_pond/lawn_irrigation_equipment_supplier;2
Fournisseur de bonsaïs;home_garden/garden_pond/bonsai_plant_supplier;2
Fournisseur de semences;home_garden/garden_pond/seed_supplier;2
Jardinerie;home_garden/garden_pond/garden_center;2
Jardinier;home_garden/garden_pond/gardener;2
Magasin d'articles d'aménagement aquatique du jardin;home_garden/garden_pond/pond_supply_store;2
Magasin d'articles de barbecue;home_garden/garden_pond/grill_store;2
Magasin de fleurs séchées;home_garden/garden_pond/dried_flower_shop;2
Magasin de matériel de motoculture;home_garden/garden_pond/lawn_mower_store;2
Magasin de matériel pour clôtures;home_garden/garden_pond/fence_supply_store;2
Magasin de plantes artificielles;home_garden/garden_pond/silk_plant_shop;2
Marché aux fleurs;home_garden/garden_pond/flower_market;2
Pépiniériste en gros;home_garden/garden_pond/wholesale_plant_nursery;2
Service d'élagage;home_garden/garden_pond/tree_service;2
Service de location de matériel de motoculture;home_garden/garden_pond/lawn_equipment_rental_service;2
Service de réparation de piscines;home_garden/garden_pond/swimming_pool_repair_service;2
Vendeur de plantes artistiques;home_garden/garden_pond/plant_art_dealer;2
Antiquaire;home_garden/home_goods_stores/antique_store;2
Boutique d'articles de mode;home_garden/home_goods_stores/boutique;2
Boutique de porcelaine;home_garden/home_goods_stores/chinaware_store;2
Dépôt-vente;home_garden/home_goods_stores/consignment_shop;2
Fabrication de couteaux;home_garden/home_goods_stores/knife_manufacturing;2
Fournisseur d'ampoules;home_garden/home_goods_stores/light_bulb_supplier;2
Fournisseur de boîte aux lettres;home_garden/home_goods_stores/mailbox_supplier;2
Fournisseur de produits chimiques ménagers;home_garden/home_goods_stores/household_chemicals_supplier;2
Fournisseur de produits de nettoyage;home_garden/home_goods_stores/cleaning_products_supplier;2
Magasin;home_garden/home_goods_stores/store;2
Magasin d'accessoires hardware;home_garden/home_goods_stores/hardware_accessories_store;2
Magasin d'ameublement et de décoration;home_garden/home_goods_stores/home_goods_store;2
Magasin d'articles en verre;home_garden/home_goods_stores/glassware_store;2
Magasin de bougies;home_garden/home_goods_stores/candle_store;2
Magasin de bricolage;home_garden/home_goods_stores/do_it_yourself_store;2
Magasin de luminaires;home_garden/home_goods_stores/lighting_store;2
Magasin de nouveautés;home_garden/home_goods_stores/novelty_store;2
Magasin général;home_garden/home_goods_stores/general_store;2
Mercerie;home_garden/home_goods_stores/notions_store;2
Quincaillerie;home_garden/home_goods_stores/hardware_store;2
Smart shop;home_garden/home_goods_stores/smart_shop;2
Accessoires de meubles;home_garden/furniture_stores/furniture_accessories;2
Cuisiniste;home_garden/furniture_stores/cabinet_store;2
Fabricant de meubles;home_garden/furniture_stores/furniture_manufacturer;2
Fournisseur d'accessoires de meubles;home_garden/furniture_stores/furniture_accessories_supplier;2
Magasin d'ameublement d'extérieur;home_garden/furniture_stores/outdoor_furniture_store;2
Magasin d'équipement et de meubles pour bars et restaurants;home_garden/furniture_stores/bar_restaurant_furniture_store;2
Magasin d'étagères;home_garden/furniture_stores/shelving_store;2
Magasin de canapés;home_garden/furniture_stores/sofa_store;2
Magasin de lits;home_garden/furniture_stores/bed_shop;2
Magasin de meubles;home_garden/furniture_stores/furniture_store;2
Magasin de meubles d'occasion;home_garden/furniture_stores/used_furniture_store;2
Magasin de meubles de chambre à coucher;home_garden/furniture_stores/bedroom_furniture_store;2
Magasin de meubles de salon;home_garden/furniture_stores/living_room_furniture_store;2
Magasin de meubles pour enfants;home_garden/furniture_stores/childrens_furniture_store;2
Magasin de mobilier ancien;home_garden/furniture_stores/antique_furniture_store;2
Magasin de mobilier de jardin;home_garden/furniture_stores/garden_furniture_store;2
Magasin de mobilier en rotin;home_garden/furniture_stores/cane_furniture_store;2
Service de location de meubles;home_garden/furniture_stores/furniture_rental_service;2
Boutique d'articles Feng Shui;home_garden/cultural_goods/feng_shui_shop;2
Magasin d'articles amérindiens;home_garden/cultural_goods/native_american_goods_store;2
Magasin d'articles de maison asiatiques;home_garden/cultural_goods/asian_household_goods_store;2
Magasin d'articles irlandais;home_garden/cultural_goods/irish_goods_store;2
Magasin de décorations de Noël;home_garden/cultural_goods/christmas_store;2
Magasin de tapis d'Orient;home_garden/cultural_goods/oriental_rug_store;2
Coutellerie;home_garden/bathroom_kitchen/cutlery_store;2
Fournisseur d'encens;home_garden/bathroom_kitchen/incense_supplier;2
Grossiste en vaisselle jetable;home_garden/bathroom_kitchen/disposable_tableware_supplier;2
Magasin d'articles de salle de bains;home_garden/bathroom_kitchen/bathroom_supply_store;2
Magasin de couteaux;home_garden/bathroom_kitchen/knife_store;2
Magasin de jacuzzi;home_garden/bathroom_kitchen/hot_tub_store;2
Magasin de linge de maison;home_garden/bathroom_kitchen/linens_store;2
Magasin de matériel de cuisine;home_garden/bathroom_kitchen/kitchen_supply_store;2
Magasin de portes de douche;home_garden/bathroom_kitchen/shower_door_shop;2
Magasin de réfrigérateurs;home_garden/bathroom_kitchen/refrigerator_store;2
Prestataire de réaménagement de cuisine;home_garden/bathroom_kitchen/kitchen_remodeler;2
Rénovateur de salle de bains;home_garden/bathroom_kitchen/bathroom_remodeler;2
Vendeur d'articles en métal;home_garden/bathroom_kitchen/metalware_dealer;2
Artisan créateur de meubles;home_garden/home_garden_services/furniture_maker;2
Cabinet d'architecte d'intérieur;home_garden/home_garden_services/interior_architect_office;2
Décorateur d'intérieur;home_garden/home_garden_services/interior_designer;2
Livraison de fleurs;home_garden/home_garden_services/flower_delivery;2
Pépinière;home_garden/home_garden_services/plant_nursery;2
Service de décoration florale;home_garden/home_garden_services/flower_designer;2
Service de plantes d'intérieur;home_garden/home_garden_services/interior_plant_service;2
Société domotique;home_garden/home_garden_services/home_automation_company;2
Magasin d'articles en soie;home_garden/fabric_stationary/silk_store;2
Magasin de maroquinerie;home_garden/fabric_stationary/leather_goods_store;2
Boutique spécialisée dans la vente de magazines;media_publishing/books_magazines/magazine_store;2
Éditeur;media_publishing/books_magazines/publisher;2
Éditeur de livre multimédia et électronique;media_publishing/books_magazines/multimedia_and_electronic_book_publisher;2
Grossistes en livres;media_publishing/books_magazines/books_wholesaler;2
Librairie;media_publishing/books_magazines/book_store;2
Librairie de bandes dessinées;media_publishing/books_magazines/comic_book_store;2
Librairie de livres rares;media_publishing/books_magazines/rare_book_store;2
Librairie religieuse;media_publishing/books_magazines/religious_book_store;2
Maison d'édition;media_publishing/books_magazines/book_publisher;2
Relieur;media_publishing/books_magazines/bookbinder;2
Agence de communication pour les réseaux sociaux;media_publishing/media_information/social_media_agency;2
Agence de presse et de marketing;media_publishing/media_information/media_and_marketing_agency;2
Blogger;media_publishing/media_information/blogger;2
Cabinet de relations publiques;media_publishing/media_information/public_relations_firm;2
Centre de communications;media_publishing/media_information/communications_central;2
Chaîne de télévision;media_publishing/media_information/television_station;2
Éditeur de presse;media_publishing/media_information/newspaper_publisher;2
Marchand de journaux;media_publishing/media_information/newsstand;2
Régie publicitaire;media_publishing/media_information/media_house;2
Service d'informations;media_publishing/media_information/news_service;2
Service publicité presse;media_publishing/media_information/newspaper_advertising_department;2
Société de presse;media_publishing/media_information/media_company;2
Station de radio;media_publishing/media_information/radio_broadcaster;2
Agence de photos;media_publishing/photography/photo_agency;2
Fournisseur de photocopieurs;media_publishing/photography/photocopiers_supplier;2
Photographe;media_publishing/photography/photographer;2
Photographe aérien;media_publishing/photography/aerial_photographer;2
Prestataire spécialisé dans le tirage de photos de passeport;media_publishing/photography/passport_photo_processor;2
Service d'impression de photos;media_publishing/photography/photo_printing_service;2
Service de photographie;media_publishing/photography/photography_service;2
Studio de création de books photographiques pour modèles;media_publishing/photography/model_portfolio_studio;2
Studio de photographie;media_publishing/photography/photography_studio;2
Studio de photographie;media_publishing/photography/portrait_studio;2
Consultant en audiovisuel;media_publishing/video_sound/audio_visual_consultant;2
Fournisseur d'équipements de visioconférence;media_publishing/video_sound/video_conferencing_equipment_supplier;2
Fournisseur de matériel audiovisuel;media_publishing/video_sound/audio_visual_equipment_supplier;2
Installation de home cinéma;media_publishing/video_sound/home_cinema_installation;2
Label de musique;media_publishing/video_sound/music_publisher;2
Magasin de DVD;media_publishing/video_sound/dvd_store;2
Magasin de musique;media_publishing/video_sound/music_store;2
Producteur de film et vidéo;media_publishing/video_sound/film_and_video_producer;2
Producteur de musique;media_publishing/video_sound/music_producer;2
Service de duplication vidéo;media_publishing/video_sound/video_duplication_service;2
Service de montage vidéo;media_publishing/video_sound/video_editing_service;2
Société de production de films;media_publishing/video_sound/film_production_company;2
Société de production vidéo;media_publishing/video_sound/video_production_service;2
Studio cinématographique;media_publishing/video_sound/movie_studio;2
Studio d'animation;media_publishing/video_sound/animation_studio;2
Studio d'enregistrement;media_publishing/video_sound/recording_studio;2
Livraison de pizzas;restaurants_bars/takeaway/pizza_delivery_service;2
Pizzas à emporter;restaurants_bars/takeaway/pizzatakeaway;2
Restaurant de hamburgers;restaurants_bars/takeaway/hamburger_restaurant;2
Restaurant de plats à emporter;restaurants_bars/takeaway/meal_takeaway;2
Restauration rapide;restaurants_bars/takeaway/fast_food_restaurant;2
Service à emporter;restaurants_bars/takeaway/take_away_service;2
Service de commande de repas en ligne;restaurants_bars/takeaway/online_food_ordering_service;2
Bar;restaurants_bars/bars_cafes/bar;2
Bar à cocktails;restaurants_bars/bars_cafes/cocktail_bar;2
Bar à tapas;restaurants_bars/bars_cafes/tapas_bar;2
Bar à vin;restaurants_bars/bars_cafes/wine_bar;2
Bar avec musique live;restaurants_bars/bars_cafes/live_music_bar;2
Restaurant coréen;restaurants_bars/chinese_korean_cuisine/korean_restaurant;2
Restaurant asiatique;restaurants_bars/southeast_asian_cuisine/asian_restaurant;2
Cuisine européenne;restaurants_bars/european_cuisine/european_restaurant;2
Restaurant français;restaurants_bars/european_cuisine/french_restaurant;2
Restaurant de sushis;restaurants_bars/japanese_cuisine/sushi_restaurant;2
Restaurant de yakitori;restaurants_bars/japanese_cuisine/yakitori_restaurant;2
Restaurant japonais;restaurants_bars/japanese_cuisine/japanese_restaurant;2
Sushi à emporter;restaurants_bars/japanese_cuisine/sushi_takeaway;2
Cuisine française moderne;restaurants_bars/mediterranean_cuisine/modern_french_restaurant;2
Pizzeria;restaurants_bars/mediterranean_cuisine/pizza_restaurant;2
Cuisine française moderne;restaurants_bars/general_restaurants/modern_french_restaurant;2
Pizzeria;restaurants_bars/general_restaurants/pizza_restaurant;2
Restaurant diététique;restaurants_bars/vegetarian_diet/health_food_restaurant;2
Restaurant sans gluten;restaurants_bars/vegetarian_diet/gluten_free_restaurant;2
Restaurant végétalien;restaurants_bars/vegetarian_diet/vegan_restaurant;2
Restaurant végétarien;restaurants_bars/vegetarian_diet/vegetarian_restaurant;2
Fournisseur d'équipement de mobilité;health_medical/physical_aids/mobility_equipment_supplier;2
Fournisseur d'équipement de physiothérapie;health_medical/physical_aids/physiotherapy_equip_supplier;2
Organisme de soutien et de services aux personnes handicapées;health_medical/physical_aids/disability_services_and_support_organization;2
Prothèses;health_medical/physical_aids/prosthetics;2
Service de prothèse et orthèses;health_medical/physical_aids/orthotics_and_prosthetics_service;2
Clinique;health_medical/clinics/medical_clinic;2
Clinique de médecine orientale;health_medical/clinics/oriental_medicine_clinic;2
Clinique spécialisée;health_medical/clinics/specialized_clinic;2
Praticien de médecine alternative;health_medical/clinics/alternative_medicine_practitioner;2
Praticien en médecine holistique;health_medical/clinics/holistic_medicine_practitioner;2
Centre de diagnostic;health_medical/diagnostics_testing/diagnostic_center;2
Laboratoire d'analyse médicale;health_medical/diagnostics_testing/medical_lab;2
Chirurgien;health_medical/doctors_surgeons/surgeon;2
Clinique chirurgicale;health_medical/doctors_surgeons/surgical_center;2
Clinique de chirurgie plastique;health_medical/doctors_surgeons/plastic_surgery_clinic;2
Fournisseur de matériel médical et chirurgical;health_medical/doctors_surgeons/surgical_products_wholesaler;2
Médecin;health_medical/doctors_surgeons/doctor;2
Médecin généraliste;health_medical/doctors_surgeons/general_practitioner;2
Service de référencement de médecins;health_medical/doctors_surgeons/physician_referral_service;2
Fabricant de matériel médical;health_medical/health_equipment/medical_equipment_manufacturer;2
Fabricant de technologies médicales;health_medical/health_equipment/medical_technology_manufacturer;2
Fournisseur d'équipements de traitement du diabète;health_medical/health_equipment/diabetes_equipment_supplier;2
Fournisseur d'équpement médical;health_medical/health_equipment/medical_equipment_supplier;2
Grossiste en articles d'hygiène;health_medical/health_equipment/hygiene_articles_wholesaler;2
Magasin de matériel médical;health_medical/health_equipment/medical_supply_store;2
Matériel et équipement d'hôpital;health_medical/health_equipment/hospital_and_equipment_supplies;2
Service de facturation des soins médicaux;health_medical/health_equipment/medical_billing_service;2
Borne sanitaire en libre-service;health_medical/hospital_emergency/self_service_health_station;2
Centre de santé;health_medical/hospital_emergency/health_resort;2
Conseiller santé;health_medical/hospital_emergency/health_consultant;2
Hôpital privé;health_medical/hospital_emergency/private_hospital;2
Poste de secours;health_medical/hospital_emergency/first_aid;2
Sécurité et santé au travail;health_medical/hospital_emergency/occupational_safety_and_health;2
Service ambulancier;health_medical/hospital_emergency/ambulance_service;2
Service d'aide médicale d'urgence;health_medical/hospital_emergency/emergency_care_service;2
Service de soins à domicile;health_medical/hospital_emergency/home_health_care_service;2
Urgences;health_medical/hospital_emergency/emergency_room;2
Urgentiste;health_medical/hospital_emergency/emergency_care_physician;2
Assistance à la jeunesse;health_medical/pregnancy_children/youth_care;2
Assistante maternelle;health_medical/pregnancy_children/assistante_maternelle;2
Centre de services familiaux;health_medical/pregnancy_children/family_service_center;2
Centre de soins prénatals;health_medical/pregnancy_children/pregnancy_care_center;2
Clinique de santé reproductive;health_medical/pregnancy_children/reproductive_health_clinic;2
Conseiller familial;health_medical/pregnancy_children/family_counselor;2
Médecin spécialiste de la fertilité;health_medical/pregnancy_children/fertility_physician;2
Service de garde d'enfants à domicile;health_medical/pregnancy_children/family_day_care_service;2
Service de test de paternité;health_medical/pregnancy_children/paternity_testing_service;2
Acupuncteur;health_medical/medical_specialists/acupuncturist;2
Audiologiste;health_medical/medical_specialists/audiologist;2
Cabinet d'ostéopathie;health_medical/medical_specialists/bonesetting_house;2
Cabinet médical;health_medical/medical_specialists/medical_office;2
Chiropracteur;health_medical/medical_specialists/chiropractor;2
Infirmier général autorisé;health_medical/medical_specialists/registered_general_nurse;2
Kinésiologue;health_medical/medical_specialists/kinesiologist;2
Médecin spécialiste de la gestion de la douleur;health_medical/medical_specialists/pain_management_physician;2
Nutritionniste;health_medical/medical_specialists/nutritionist;2
Ophtalmologiste;health_medical/medical_specialists/ophthalmologist;2
Optométriste;health_medical/medical_specialists/optometrist;2
Orthodontiste;health_medical/medical_specialists/orthodontist;2
Ostéopathe;health_medical/medical_specialists/osteopath;2
Podologue;health_medical/medical_specialists/podiatrist;2
Réflexologue;health_medical/medical_specialists/reflexologist;2
Boutique d'herbes médicinales;health_medical/pharmacy_medicine/herbal_medicine_store;2
Entreprise pharmaceutique;health_medical/pharmacy_medicine/pharmaceutical_company;2
Laboratoire pharmaceutique;health_medical/pharmacy_medicine/pharmaceutical_lab;2
Magasin de médecine chinoise;health_medical/pharmacy_medicine/chinese_medicine_store;2
Magasin de médecine orientale;health_medical/pharmacy_medicine/oriental_medicine_store;2
Magasin de médicaments;health_medical/pharmacy_medicine/drugstore;2
Pharmacie;health_medical/pharmacy_medicine/pharmacy;2
Pharmacie en ligne;health_medical/pharmacy_medicine/online_pharmacy;2
Prescription de médicaments en ligne;health_medical/pharmacy_medicine/online_prescription_medication_vendor;2
Clinique de santé mentale;health_medical/mental_health/mental_health_clinic;2
Psychanalyste;health_medical/mental_health/psychoanalyst;2
Psychologue;health_medical/mental_health/psychologist;2
Psychologue pour enfants;health_medical/mental_health/child_psychologist;2
Psychothérapeute;health_medical/mental_health/psychotherapist;2
Service de santé mentale;health_medical/mental_health/mental_health_service;2
Cabinet dentaire;health_medical/dental_services/dental_clinic;2
Dentiste;health_medical/dental_services/dentist;2
Dentiste cosmétique;health_medical/dental_services/cosmetic_dentist;2
Hygiéniste dentaire;health_medical/dental_services/dental_hygienist;2
Laboratoire dentaire;health_medical/dental_services/dental_lab;2
Magasin d'articles dentaires;health_medical/dental_services/dental_supply_store;2
Service de blanchiment des dents;health_medical/dental_services/teeth_whitening_service;2
Agence de services d'aide à domicile;health_medical/therapy_senior_health/home_help_service_agency;2
Aide à domicile;health_medical/therapy_senior_health/home_help;2
Cabinet infirmier;health_medical/therapy_senior_health/nursing_agency;2
Ergothérapeute;health_medical/therapy_senior_health/occupational_therapist;2
Kinésithérapeute;health_medical/therapy_senior_health/physiotherapist;2
Masseur asiatique;health_medical/therapy_senior_health/asian_massage_therapist;2
Massothérapeute du sport;health_medical/therapy_senior_health/sports_massage_therapist;2
Résidences pour personnes âgées;health_medical/therapy_senior_health/assisted_living_facility;2
Service d'hypnothérapie;health_medical/therapy_senior_health/hypnotherapy_service;2
Sexologue;health_medical/therapy_senior_health/sexologist;2
Thérapeute Reiki;health_medical/therapy_senior_health/reiki_therapist;2
Thérapie craniosacrale;health_medical/therapy_senior_health/craniosacral_therapy;2
Centre d'ophtalmologie;health_medical/vision_hearing/eye_care_center;2
Fournisseur de lentilles de contact;health_medical/vision_hearing/contact_lenses_supplier;2
Grossiste en lunettes;health_medical/vision_hearing/glasses_wholesaler;2
Magasin d'appareils auditifs;health_medical/vision_hearing/hearing_aid_store;2
Opticien;health_medical/vision_hearing/optician;2
Service pour les malentendants;health_medical/vision_hearing/deaf_service;2
Centrale électrique;utilities/energy_power/power_plant;2
Compagnie gazière;utilities/energy_power/gas_company;2
Entreprise d'énergie thermique;utilities/energy_power/thermal_energy_company;2
Entreprise d'équipements collectifs ménagers;utilities/energy_power/housing_utility_company;2
Entreprise de Voirie et Réseau Divers;utilities/energy_power/utility_contractor;2
Fournisseur d'électricité;utilities/energy_power/electric_utility_company;2
Fournisseur d'énergie;utilities/energy_power/energy_supplier;2
